Data from USB2H133701__1__14-36-39-726.txt Node

Date: Tue Oct 29 14:36:39 GMT 2024
User: trin2900
Spectrometer: USB2+H13370
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
178.418	-102.71
178.801	-102.71
179.183	-102.71
179.565	-193.45
179.947	-221.18
180.329	-138
180.711	-140.52
181.092	-155.65
181.474	-105.23
181.856	-64.9
182.238	-110.28
182.62	-110.28
183.002	33.4
183.383	58.6
183.765	-1.89
184.147	78.77
184.528	63.64
184.91	23.32
185.292	38.44
185.673	121.62
186.055	83.81
186.436	187.15
186.818	149.34
187.199	230
187.581	285.46
187.962	318.22
188.343	285.46
188.725	295.54
189.106	330.83
189.487	333.35
189.868	371.15
190.25	373.68
190.631	318.22
191.012	361.07
191.393	371.15
191.774	350.99
192.155	358.55
192.536	366.11
192.917	340.91
193.298	391.32
193.679	446.77
194.06	340.91
194.441	343.43
194.822	366.11
195.203	333.35
195.584	340.91
195.964	378.72
196.345	419.05
196.726	356.03
197.106	335.87
197.487	368.63
197.868	340.91
198.248	328.31
198.629	308.14
199.009	350.99
199.39	345.95
199.77	295.54
200.151	325.78
200.531	408.96
200.911	436.69
201.292	330.83
201.672	340.91
202.052	308.14
202.433	338.39
202.813	345.95
203.193	378.72
203.573	358.55
203.953	393.84
204.333	300.58
204.714	325.78
205.094	323.26
205.474	310.66
205.854	335.87
206.234	348.47
206.613	308.14
206.993	338.39
207.373	356.03
207.753	315.7
208.133	340.91
208.513	315.7
208.892	381.24
209.272	366.11
209.652	373.68
210.031	408.96
210.411	350.99
210.791	335.87
211.17	348.47
211.55	396.36
211.929	318.22
212.309	320.74
212.688	361.07
213.067	325.78
213.447	386.28
213.826	310.66
214.205	396.36
214.585	388.8
214.964	434.17
215.343	265.29
215.722	298.06
216.102	366.11
216.481	260.25
216.86	366.11
217.239	411.48
217.618	303.1
217.997	333.35
218.376	335.87
218.755	313.18
219.134	361.07
219.513	421.57
219.891	348.47
220.27	295.54
220.649	406.44
221.028	373.68
221.407	454.33
221.785	378.72
222.164	313.18
222.542	391.32
222.921	431.65
223.3	378.72
223.678	345.95
224.057	366.11
224.435	315.7
224.814	401.4
225.192	388.8
225.57	325.78
225.949	335.87
226.327	371.15
226.705	378.72
227.084	429.13
227.462	325.78
227.84	300.58
228.218	406.44
228.596	426.61
228.975	383.76
229.353	373.68
229.731	363.59
230.109	338.39
230.487	343.43
230.865	328.31
231.242	335.87
231.62	371.15
231.998	363.59
232.376	350.99
232.754	310.66
233.132	366.11
233.509	378.72
233.887	378.72
234.265	361.07
234.642	328.31
235.02	303.1
235.398	373.68
235.775	393.84
236.153	338.39
236.53	318.22
236.908	386.28
237.285	426.61
237.662	361.07
238.04	383.76
238.417	388.8
238.794	325.78
239.172	401.4
239.549	408.96
239.926	386.28
240.303	411.48
240.68	310.66
241.057	305.62
241.434	323.26
241.811	338.39
242.188	356.03
242.565	303.1
242.942	386.28
243.319	345.95
243.696	368.63
244.073	280.41
244.45	318.22
244.827	381.24
245.203	386.28
245.58	356.03
245.957	345.95
246.333	434.17
246.71	393.84
247.087	416.53
247.463	371.15
247.84	398.88
248.216	381.24
248.593	345.95
248.969	388.8
249.346	421.57
249.722	426.61
250.098	403.92
250.475	333.35
250.851	345.95
251.227	398.88
251.603	393.84
251.98	429.13
252.356	416.53
252.732	320.74
253.108	333.35
253.484	318.22
253.86	416.53
254.236	381.24
254.612	371.15
254.988	373.68
255.364	434.17
255.74	408.96
256.115	419.05
256.491	287.98
256.867	401.4
257.243	408.96
257.618	388.8
257.994	386.28
258.37	431.65
258.745	358.55
259.121	429.13
259.496	408.96
259.872	398.88
260.247	378.72
260.623	431.65
260.998	424.09
261.374	421.57
261.749	406.44
262.124	371.15
262.5	393.84
262.875	376.2
263.25	378.72
263.625	348.47
264	393.84
264.375	323.26
264.751	388.8
265.126	398.88
265.501	406.44
265.876	361.07
266.251	358.55
266.625	421.57
267	325.78
267.375	373.68
267.75	391.32
268.125	396.36
268.5	408.96
268.874	414
269.249	361.07
269.624	446.77
269.998	398.88
270.373	451.81
270.747	403.92
271.122	429.13
271.497	451.81
271.871	388.8
272.245	366.11
272.62	348.47
272.994	371.15
273.369	396.36
273.743	401.4
274.117	378.72
274.491	393.84
274.866	406.44
275.24	361.07
275.614	401.4
275.988	396.36
276.362	398.88
276.736	398.88
277.11	439.21
277.484	350.99
277.858	408.96
278.232	416.53
278.606	376.2
278.98	466.94
279.353	416.53
279.727	426.61
